BOQ Sr.No,BOQ Description,BOQ Qty,BOQ UOM,BOQ Item Type,BOQ Dimensions,BOQ Material,,Vendor Description,Vendor Qty,Vendor UOM,Vendor Unit Price,Vendor Total Price,Vendor Brand,,Match Confidence,Match Status,Issues,LLM Reasoning
11,"750 MM CABLE TRAY COVER  HDG,",4.0,Lth,cable tray cover,"width:750mm, length:3m",HDG,,"750 MM CABLE TRAY COVER HDG, - 3 METER LENGTH",4.0,Lth,174.24,696.96,METAR,,1.00,✅ EXCELLENT,None,"This item is a cable tray cover made by METAR. It is 750mm wide and 3 meters long, made of HDG (Hot-Dip Galvanized) material. The cover is designed to protect cables in a tray system."
12,"600 MM CABLE TRAY COVER HDG,",11.0,Lth,cable tray cover,"width:600mm, length:3m",HDG,,"600 MM CABLE TRAY COVER HDG,- 3 METER LENGTH",11.0,Lth,124.74,1372.14,METAR,,1.00,✅ EXCELLENT,None,"This item is a cable tray cover made by METAR. It is 600mm wide and 3 meters long, made of HDG (Hot-Dip Galvanized) material. It's sold by length (Lth) and the quotation is for 11 units."
13,"450 MM CABLE TRAY COVER HDG,",5.0,Lth,cable tray cover,"width:450mm, length:3m",HDG,,"450 MM CABLE TRAY COVER HDG,- 3 METER LENGTH",5.0,Lth,95.04,475.2,METAR,,1.00,✅ EXCELLENT,None,"This item is a cable tray cover made by METAR. It is 450mm wide and 3 meters long, made of HDG (Hot-Dip Galvanized) material. The cover is designed to protect cables in a tray system."
14,"300 MM CABLE TRAY COVER HDG,",44.0,Lth,cable tray cover,"width:300mm, length:3m",HDG,,"300 MM CABLE TRAY COVER HDG,- 3 METER LENGTH",44.0,Lth,52.27,2299.88,METAR,,1.00,✅ EXCELLENT,None,"This item is a cable tray cover made by METAR. It is 300mm wide and 3 meters long, made of HDG (Hot-Dip Galvanized) material. It is sold by length (Lth) and the quantity ordered is 44 units."
15,"225 MM CABLE TRAY COVER HDG,",38.0,Lth,cable tray cover,"width:225mm, length:3m",HDG,,"225 MM CABLE TRAY COVER HDG,- 3 METER LENGTH",38.0,Lth,40.39,1534.82,METAR,,1.00,✅ EXCELLENT,None,"This item is a cable tray cover made by METAR. It is 225 mm wide and 3 meters long, made of HDG (Hot-Dip Galvanized) material. It's sold by length (Lth) and is part of a cable management system."
16,"200 MM CABLE TRAY COVER HDG,",2.0,Lth,cable tray cover,"width:200mm, length:3m",HDG,,"200 MM CABLE TRAY COVER HDG,- 3 METER LENGTH",2.0,Lth,36.43,72.86,METAR,,1.00,✅ EXCELLENT,None,"This item is a cable tray cover made by METAR. It is 200mm wide and 3 meters long, made of HDG (Hot-Dip Galvanized) material. The cover is designed to protect cables in a cable tray system."
17,"150 MM CABLE TRAY COVER HDG,",19.0,Lth,cable tray cover,"width:150mm, length:3m",HDG,,"150 MM CABLE TRAY COVER HDG,- 3 METER LENGTH",19.0,Lth,28.51,541.69,METAR,,1.00,✅ EXCELLENT,None,"This item is a cable tray cover made of HDG (Hot-Dip Galvanized) material. It has a width of 150mm and a length of 3 meters. The brand is METAR, and it's sold in lengths (Lth)."
18,"100 MM CABLE TRAY COVER HDG,",204.0,Mtr,cable tray cover,"width:100mm, length:3m",HDG,,"100 MM CABLE TRAY COVER HDG,- 3 METER LENGTH",204.0,Lth,20.59,4200.36,METAR,,0.85,✅ EXCELLENT,"UOM mismatch: BOQ=Mtr, Vendor=Lth","This item is a cable tray cover made by METAR. It is 100mm wide and 3 meters long, made of HDG (Hot-Dip Galvanized) material. The cover is used to protect cables in cable trays."
19,900 MM CABLE TRAY 90DEG BEND,10.0,NOS,bend,width:900mm,null,,900 MM CABLE TRAY 90DEG BEND,10.0,NOS,81.57,815.7,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=cable tray bend","This item is a 90-degree bend for a cable tray system, with a width of 900mm. The brand is METAR, and it's likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
20,750 MM CABLE TRAY 90DEG BEND,10.0,NOS,bend,width:750mm,null,,750 MM CABLE TRAY 90DEG BEND,10.0,NOS,69.69,696.9,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=cable tray bend","This item is a 90-degree bend for a cable tray system, with a width of 750mm. The brand is METAR, and it's likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
21,600 MM CABLE TRAY 90DEG BEND,10.0,NOS,bend,width:600mm,null,,600 MM CABLE TRAY 90DEG BEND,10.0,NOS,57.81,578.1,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=cable tray bend","This item is a 90-degree bend for a cable tray system, with a width of 600mm. The brand is METAR, and it's likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
22,450 MM CABLE TRAY 90DEG BEND,10.0,NOS,bend,width:450mm,null,,450 MM CABLE TRAY 90DEG BEND,10.0,NOS,45.93,459.3,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=cable tray bend","This item is a 90-degree bend for a cable tray system, with a width of 450mm. The brand is METAR, and it's likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
23,300 MM CABLE TRAY 90DEG BEND,10.0,NOS,bend,width:300mm,null,,300 MM CABLE TRAY 90DEG BEND,10.0,NOS,25.54,255.4,METAR,,1.00,✅ EXCELLENT,None,This item is a 90-degree bend for a 300mm wide cable tray system. It's used to change the direction of cable tray runs in electrical installations.
24,225 MM CABLE TRAY 90DEG BEND,10.0,NOS,bend,width:225mm,null,,225 MM CABLE TRAY 90DEG BEND,10.0,NOS,21.08,210.8,METAR,,1.00,✅ EXCELLENT,None,"This item is a 90-degree bend for a cable tray system, with a width of 225mm. The material is likely HDG (Hot-Dip Galvanized) as it's common for cable trays, though not explicitly stated."
25,200 MM CABLE TRAY 90DEG BEND,10.0,NOS,bend,width:200mm,null,,200 MM CABLE TRAY 90DEG BEND,10.0,NOS,19.6,196.0,METAR,,1.00,✅ EXCELLENT,None,"This item is a 90-degree bend for a cable tray system, with a width of 200mm. The brand is METAR, and it's likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
26,150 MM CABLE TRAY 90DEG BEND,10.0,NOS,bend,width:150mm,null,,150 MM CABLE TRAY 90DEG BEND,10.0,NOS,16.63,166.3,METAR,,1.00,✅ EXCELLENT,None,This item is a 90-degree bend for a 150mm wide cable tray system. It's used to change the direction of cable tray runs in electrical installations.
27,100 MM CABLE TRAY 90DEG BEND,10.0,NOS,bend,width:100mm,null,,100 MM CABLE TRAY 90DEG BEND,10.0,NOS,13.66,136.6,METAR,,1.00,✅ EXCELLENT,None,"This item is a 90-degree bend for a 100mm cable tray system, used to change the direction of cable routing in electrical installations."
28,900 MM CABLE TRAY 45DEG BEND,10.0,NOS,bend,width:900mm,null,,900 MM CABLE TRAY 45DEG BEND,10.0,NOS,81.57,815.7,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=cable tray bend","This item is a 45-degree bend for a 900mm wide cable tray. The brand is METAR, and it's likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
29,750 MM CABLE TRAY 45DEG BEND,10.0,NOS,bend,width:750mm,null,,750 MM CABLE TRAY 45DEG BEND,10.0,NOS,69.69,696.9,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=cable tray bend","This item is a 45-degree bend for a 750mm wide cable tray. The brand is METAR, and it's likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
30,600 MM CABLE TRAY 45DEG BEND,10.0,NOS,bend,width:600mm,null,,600 MM CABLE TRAY 45DEG BEND,10.0,NOS,57.81,578.1,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=bend, Vendor=cable tray bend","This item is a 45-degree bend for a 600mm wide cable tray. The brand is METAR, and it's likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
31,450 MM CABLE TRAY 45DEG BEND,10.0,NOS,bend,width:450mm,null,,450 MM CABLE TRAY 45DEG BEND,10.0,NOS,45.93,459.3,METAR,,1.00,✅ EXCELLENT,None,"This item is a 45-degree bend for a cable tray system, with a width of 450mm. The material is likely HDG (Hot-Dip Galvanized) as it's common for cable trays, though not explicitly stated."
32,300 MM CABLE TRAY 45DEG BEND,10.0,NOS,bend,width:300mm,null,,300 MM CABLE TRAY 45DEG BEND,10.0,NOS,25.54,255.4,METAR,,1.00,✅ EXCELLENT,None,This item is a 45-degree bend for a 300mm wide cable tray system. It's typically used in cable management systems to change the direction of cable runs.
33,225 MM CABLE TRAY 45DEG BEND,10.0,NOS,bend,width:225mm,null,,225 MM CABLE TRAY 45DEG BEND,10.0,NOS,21.08,210.8,METAR,,1.00,✅ EXCELLENT,None,"This item is a 45-degree bend for a cable tray system, with a width of 225mm. The material is assumed to be HDG (Hot-Dip Galvanized) as it's common for cable trays, though not explicitly stated."
34,200 MM CABLE TRAY 45DEG BEND,10.0,NOS,bend,width:200mm,null,,200 MM CABLE TRAY 45DEG BEND,10.0,NOS,19.6,196.0,METAR,,1.00,✅ EXCELLENT,None,"This item is a 45-degree bend for a cable tray system, with a width of 200mm. The material is likely HDG (Hot-Dip Galvanized) as it's common for cable trays, though not explicitly stated."
35,150 MM CABLE TRAY 45DEG BEND,10.0,NOS,bend,width:150mm,null,,150 MM CABLE TRAY 45DEG BEND,10.0,NOS,16.63,166.3,METAR,,1.00,✅ EXCELLENT,None,"This item is a 45-degree bend for a cable tray system, with a width of 150mm. The material is assumed to be HDG (Hot-Dip Galvanized) as it's common for cable trays, though not explicitly stated."
36,100 MM CABLE TRAY 45DEG BEND,10.0,NOS,bend,width:100mm,null,,100 MM CABLE TRAY 45DEG BEND,10.0,NOS,13.66,136.6,METAR,,1.00,✅ EXCELLENT,None,"This item is a 45-degree bend for a 100mm cable tray system, used to change the direction of cable routing at a 45-degree angle."
37,900 MM CABLE TRAY EQUAL TEE,10.0,NOS,tee,width:900mm,null,,900 MM CABLE TRAY EQUAL TEE,10.0,NOS,108.76,1087.6,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=Equal Tee","This item is a cable tray equal tee, which is a T-shaped junction for cable trays. It has a width of 900mm and is manufactured by METAR. The material is assumed to be HDG (Hot-Dip Galvanized) as it's common for cable trays, though not explicitly stated."
38,750 MM CABLE TRAY EQUAL TEE,10.0,NOS,tee,width:750mm,null,,750 MM CABLE TRAY EQUAL TEE,10.0,NOS,92.92,929.2,METAR,,1.00,✅ EXCELLENT,None,"This item is a 750mm wide equal tee for a cable tray system, likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
39,600 MM CABLE TRAY EQUAL TEE,10.0,NOS,tee,width:600mm,null,,600 MM CABLE TRAY EQUAL TEE,10.0,NOS,77.08,770.8,METAR,,1.00,✅ EXCELLENT,None,"This item is a 600mm wide equal tee for a cable tray system, likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
40,450 MM CABLE TRAY EQUAL TEE,10.0,NOS,tee,width:450mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
41,300 MM CABLE TRAY EQUAL TEE,10.0,NOS,tee,width:300mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
42,225 MM CABLE TRAY EQUAL TEE,10.0,NOS,tee,width:225mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
43,200 MM CABLE TRAY EQUAL TEE,10.0,NOS,tee,width:200mm,null,,200 MM CABLE TRAY 45DEG BEND,10.0,NOS,19.6,196.0,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=bend","This item is a 45-degree bend for a cable tray system, with a width of 200mm. The material is likely HDG (Hot-Dip Galvanized) as it's common for cable trays, though not explicitly stated."
44,150 MM CABLE TRAY EQUAL TEE,10.0,NOS,tee,width:150mm,null,,150 MM CABLE TRAY 45DEG BEND,10.0,NOS,16.63,166.3,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=bend","This item is a 45-degree bend for a cable tray system, with a width of 150mm. The material is assumed to be HDG (Hot-Dip Galvanized) as it's common for cable trays, though not explicitly stated."
45,100 MM CABLE TRAY EQUAL TEE,10.0,NOS,tee,width:100mm,null,,100 MM CABLE TRAY 45DEG BEND,10.0,NOS,13.66,136.6,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=tee, Vendor=bend","This item is a 45-degree bend for a 100mm cable tray system, used to change the direction of cable routing at a 45-degree angle."
48,900X900X750 MM UNEQUAL TEE,20.0,NOS,tee,"width:900mm, height:900mm, length:750mm",null,,900 MM CABLE TRAY EQUAL TEE,10.0,NOS,108.76,1087.6,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=10.0; Type mismatch: BOQ=tee, Vendor=Equal Tee","This item is a cable tray equal tee, which is a T-shaped junction for cable trays. It has a width of 900mm and is manufactured by METAR. The material is assumed to be HDG (Hot-Dip Galvanized) as it's common for cable trays, though not explicitly stated."
49,750X750X600 MM UNEQUAL TEE,20.0,NOS,Unequal Tee,"width:750mm, height:750mm, length:600mm",HDG,,750 MM CABLE TRAY EQUAL TEE,10.0,NOS,92.92,929.2,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=10.0; Type mismatch: BOQ=Unequal Tee, Vendor=tee","This item is a 750mm wide equal tee for a cable tray system, likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
50,600X600X450 MM UNEQUAL TEE,20.0,NOS,Unequal Tee,"width:600mm, height:600mm, length:450mm",null,,600 MM CABLE TRAY EQUAL TEE,10.0,NOS,77.08,770.8,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=10.0; Type mismatch: BOQ=Unequal Tee, Vendor=tee","This item is a 600mm wide equal tee for a cable tray system, likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
51,450X450X300 MM UNEQUAL TEE,20.0,NOS,Unequal Tee,"width:450mm, height:450mm, length:300mm",null,,450 MM CABLE TRAY EQUAL TEE,10.0,NOS,61.24,612.4,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=10.0; Type mismatch: BOQ=Unequal Tee, Vendor=tee","This item is a 450mm wide equal tee for a cable tray system, likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
52,300X300X225 MM UNEQUAL TEE,20.0,NOS,tee,"width:300mm, height:300mm, length:225mm",null,,300 MM CABLE TRAY EQUAL TEE,10.0,NOS,34.05,340.5,METAR,,0.80,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=10.0","This item is a 300mm wide equal tee for a cable tray system, likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
53,225X225X150 MM UNEQUAL TEE,20.0,NOS,Unequal Tee,"width:225mm, height:225mm, length:150mm",null,,225 MM CABLE TRAY EQUAL TEE,10.0,NOS,28.11,281.1,METAR,,0.60,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=10.0; Type mismatch: BOQ=Unequal Tee, Vendor=tee","This item is a 225mm wide equal tee for a cable tray system, likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
54,150X150X100 MM UNEQUAL TEE,20.0,NOS,tee,"width:150mm, height:150mm, length:100mm",null,,150 MM CABLE TRAY EQUAL TEE,10.0,NOS,22.17,221.7,METAR,,0.80,✓ GOOD,"Qty variance: BOQ=20.0, Vendor=10.0","This item is a 150mm wide equal tee for a cable tray system. It's likely made of HDG (Hot-Dip Galvanized) material, which is common for cable trays."
55,900X750 MM STRAIGHT REDUCER,10.0,NOS,straight reducer,"width:900mm, height:750mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
56,750X600 MM STRAIGHT REDUCER,10.0,NOS,straight reducer,"width:750mm, height:600mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
57,600X450 MM STRAIGHT REDUCER,10.0,NOS,straight reducer,"width:600mm, height:450mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
58,450X300 MM STRAIGHT REDUCER,10.0,NOS,straight reducer,"width:450mm, height:300mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
59,300X225 MM STRAIGHT REDUCER,10.0,NOS,straight reducer,"width:300mm, height:225mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
60,225X150 MM STRAIGHT REDUCER,10.0,NOS,straight reducer,"width:225mm, height:150mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
61,150X100 MM STRAIGHT REDUCER,10.0,NOS,straight reducer,"width:150mm, height:100mm",null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
62,900 MM INSIDE RISER,10.0,NOS,riser,width:900mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
63,750 MM INSIDE RISER,10.0,NOS,cable tray riser,width:750mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
64,600 MM INSIDE RISER,10.0,NOS,riser,width:600mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
65,450 MM INSIDE RISER,10.0,NOS,riser,width:450mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
66,300 MM INSIDE RISER,10.0,NOS,riser,width:300mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
67,225 MM INSIDE RISER,10.0,NOS,riser,width:225mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
68,200 MM INSIDE RISER,10.0,NOS,riser,width:200mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
69,150 MM INSIDE RISER,10.0,NOS,riser,width:150mm,null,,150X100 MM STRAIGHT REDUCER,10.0,NOS,16.63,166.3,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Straight Reducer","This item is a straight reducer for cable trays, used to transition between different tray sizes. It reduces from 150mm to 100mm, likely in width. It's manufactured by METAR and is sold individually (NOS - Numbers)."
70,100 MM INSIDE RISER,10.0,NOS,riser,width:100mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
71,900 MM OUTSIDE RISER,10.0,NOS,riser,width:900mm,null,,900 MM INSIDE RISER,10.0,NOS,81.57,815.7,METAR,,1.00,✅ EXCELLENT,None,"This item is an inside riser, which is a type of cable tray accessory used for vertical cable management. It has a width of 900mm and is manufactured by METAR."
72,750 MM OUTSIDE RISER,10.0,NOS,riser,width:750mm,null,,750 MM INSIDE RISER,10.0,NOS,69.69,696.9,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Inside Riser","This item is an inside riser, which is a type of cable tray accessory used for vertical cable management. It has a width of 750mm and is manufactured by METAR. The material is not specified in the given information."
73,600 MM OUTSIDE RISER,10.0,NOS,riser,width:600mm,null,,600 MM INSIDE RISER,10.0,NOS,57.81,578.1,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Inside Riser","This item is an inside riser, which is a type of cable tray accessory used for vertical cable management. It has a width of 600mm and is manufactured by METAR. The item is sold in individual units (NOS) and the quotation is for 10 pieces."
74,450 MM OUTSIDE RISER,10.0,NOS,riser,width:450mm,null,,450 MM INSIDE RISER,10.0,NOS,45.93,459.3,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Inside Riser","This item is an inside riser, which is a type of cable tray accessory used for vertical cable management. It has a width of 450mm and is manufactured by METAR."
75,300 MM OUTSIDE RISER,10.0,NOS,riser,width:300mm,null,,300 MM INSIDE RISER,10.0,NOS,25.54,255.4,METAR,,0.75,✓ GOOD,"Type mismatch: BOQ=riser, Vendor=Inside Riser","This item is an inside riser, which is a type of cable tray accessory used for vertical cable management. It has a width of 300mm and is manufactured by METAR brand. The quantity, unit price, and total price are clearly specified in the quotation."
76,225 MM OUTSIDE RISER,10.0,NOS,riser,width:225mm,null,,225 MM INSIDE RISER,10.0,NOS,21.08,210.8,METAR,,1.00,✅ EXCELLENT,None,"This item is a 225mm inside riser, which is likely an accessory for a cable tray system. It's used to manage vertical cable runs or transitions."
77,200 MM OUTSIDE RISER,10.0,NOS,riser,width:200mm,null,,200 MM INSIDE RISER,10.0,NOS,19.6,196.0,METAR,,1.00,✅ EXCELLENT,None,"This item is a 200mm inside riser, which is an accessory for cable tray systems. It's used to change the direction of cables vertically within an enclosure or between levels."
78,150 MM OUTSIDE RISER,10.0,NOS,riser,width:150mm,null,,150 MM INSIDE RISER,10.0,NOS,16.63,166.3,METAR,,1.00,✅ EXCELLENT,None,"This item is a 150mm inside riser, which is an accessory for cable tray systems. It's used to transition cables from one level to another within an enclosure or between different cable tray sections."
79,100 MM OUTSIDE RISER,10.0,NOS,riser,width:100mm,null,,100 MM INSIDE RISER,10.0,NOS,13.66,136.6,METAR,,1.00,✅ EXCELLENT,None,"This item is a 100mm inside riser, which is likely an accessory for a cable tray system. It's used to manage vertical cable runs or transitions."
80,75 MM OUTSIDE RISER,10.0,NOS,riser,width:75mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
81,50 MM OUTSIDE RISER,10.0,NOS,riser,width:50mm,null,,NOT QUOTED,,,,,,,0.00,❌ MISSING/POOR,Item not quoted by vendor,No vendor quote found
